app,review,stars,at,userName,thumbsUpCount,replyContent,review_clean,char_len,word_len,vader_compound,vader_label,tb_polarity,stars_label
Swiggy,fast good,5,2025-10-03 04:10:23,jesusvictorious ministries,0,"Hey, thank you for your kind review. We hope to keep on giving you a consistent service every time. We request you to let us know more about your experience by writing an email to swiggysocial@swiggy.in so we can make our services better.",fast good,9,2,0.4404,positive,0.44999999999999996,positive
Swiggy,"loved the app we can order food, grocery in one app",5,2025-10-03 04:07:42,Anjani Rawat,0,"Thank you for your excellent rating. Your feedback serves as a strong motivation for us to continue delivering exceptional service, which is our ongoing commitment. We hope you continue to enjoy Swiggy. 🧡
",love app order food grocery one app,51,7,0.5994,positive,0.7,positive
Swiggy,it take much time,3,2025-10-03 04:07:15,shakti banna BJS,0,"Hey there, thank you for the valuable feedback. We request you to let us know more about your experience by writing an email to swiggysocial@swiggy.in so we can make our services better.",take much time,17,3,0.0,neutral,0.2,neutral
Swiggy,worst experience with Swiggy no care about customers,1,2025-10-03 03:58:06,Kodanda Ram,0,"We're apologetic about this experience you've faced while ordering with us. Please write to us at swiggysocial@swiggy.in from your registered email address detailing your experience, so we can look into the issue and resolve it for you.",bad experience swiggy care customer,52,5,-0.7736,negative,-1.0,negative
Swiggy,Third class application is a piece of junk.... don't install,1,2025-10-03 03:46:41,Acharya Rajkumar Pandey,0,"Hello, we're sorry for the unpleasant experience. Please share your concern along with your order details via email at swiggysocial@swiggy.in so that we will look into this & assist you better.",third class application piece junk install,60,6,0.0,neutral,0.0,negative
Swiggy,timings are worse,1,2025-10-03 03:39:41,Tabassum banu,0,"Hi, please let us know how we can make our service better by writing to us at swiggysocial@swiggy.in from your registered email address.",timing bad,17,2,-0.4767,negative,-0.4,negative
Swiggy,important,5,2025-10-03 03:36:43,Muskan Sisodiya,0,"Hey, thank you for the ratings. We request you to let us know more about your experience by writing an email to swiggysocial@swiggy.in so we can make our services better.",important,9,1,0.2023,positive,0.4,positive
Swiggy,very good 👍,5,2025-10-03 03:33:56,anand amirtharaj,0,"Hey, thank you for your feedback. We request you to let us know more about your experience by writing an email to swiggysocial@swiggy.in so we can make our services better.",good thumb,11,2,0.4927,positive,0.9099999999999999,positive
Swiggy,not support team i am ordered i cancelled but money was not received my bank refund my money I'll ask means no reply i am feeling unhappy please don't use this app,1,2025-10-03 03:03:24,ÑîÑjã Gàmïñg,0,"Hey, we request you to let us know more about your experience by writing us an email at swiggysocial@swiggy.in from your registered email ID so that we can have your concern addressed.",support team order cancel money receive bank refund money ask mean reply feel unhappy please use app,163,17,-0.6032,negative,-0.6,negative
Swiggy,The app is turning bad day by day. This is a scam and not a food delivery app. I ordered food and the delivery partner was assigned after one hour. Then the Swiggy app started showing that it has started raining and the delivery partner is coming to deliver food to me in the rain even though there was not a single piece of cloud in the sky. Finally the super cold food was delivered after one and half hour. So I uninstalled this app and never gonna use it again.,1,2025-10-03 03:00:46,Pankaj singh pangtey,0,"Hey there, we would like to get this checked to see what went wrong. Kindly help us with your registered details at swiggysocial@swiggy.in and we will do what it takes to turn this around!",app turn bad day day scam food delivery app order food delivery partner assign one hour swiggy app start show start rain delivery partner come deliver food rain even though single piece cloud sky finally super cold food deliver one half hour uninstalle app never use,465,46,-0.5106,negative,-0.18293650793650792,negative
Swiggy,Yaha se koi bhi order naa karo inka delivery boy Bahut slow hai maine pizza order kiya tha or aadha khaya hua aaya aur inhone mujhe uske concern me kuch nahi deeya Bahut hi bekar aap hai,1,2025-10-03 02:58:17,Kushal Srivastav,0,"We're apologetic about this experience you've faced while ordering with us. Please write to us at swiggysocial@swiggy.in from your registered email address detailing your experience, so we can look into the issue and resolve it for you.",yaha koi bhi order naa karo inka delivery boy bahut slow hai maine pizza order kiya tha aadha khaya hua aaya aur inhone mujhe uske concern kuch nahi deeya bahut bekar aap hai,186,33,0.0,neutral,-0.30000000000000004,negative
Swiggy,i ordered biryani for 160-170rs and they gave me spoiled food and when i complaint they gave me 22rs as refund without even listening to my concern. I use to love this app but idk what's going on in swiggy they are not taking any issues seriously. we don't want your money we want our issues to be resolved.,1,2025-10-03 02:47:28,pooja Chandra,0,"Hey there, we are sorry to have put you through such a situation. We would like to make amends and request you to kindly share the order ID along with the details of your concern at swiggysocial@swiggy.in and we will do what it takes to turn this around!",order biryani give spoiled food complaint give refund without even listen concern use love app idk swiggy take issue seriously want money want issue resolve,307,25,0.1323,positive,-0.04444444444444443,negative
Swiggy,Super,5,2025-10-03 02:42:58,Akther pasha Pasha,0,"Hey there, we are thankful to you for your review! We request you to let us know more about your experience by writing an email to swiggysocial@swiggy.in so we can make our services better.",super,5,1,0.5994,positive,0.3333333333333333,positive
Swiggy,good,5,2025-10-03 02:40:46,c vinod kumar,0,"Hey, thank you for the ratings. We request you to let us know more about your experience by writing an email to swiggysocial@swiggy.in so we can make our services better.",good,4,1,0.4404,positive,0.7,positive
Swiggy,good,5,2025-10-03 02:36:35,Chayan Halder,0,"Hey, thank you for your feedback. We request you to let us know more about your experience by writing an email to swiggysocial@swiggy.in so we can make our services better.",good,4,1,0.4404,positive,0.7,positive
Swiggy,good 👍,5,2025-10-03 02:04:25,Poorvika Pilli,0,"Hey, thank you for your feedback. We request you to let us know more about your experience by writing an email to swiggysocial@swiggy.in so we can make our services better.",good thumb,6,2,0.4404,positive,0.7,positive
Swiggy,excellent 👌👌👌👌👌 super market,5,2025-10-03 01:59:24,Udit Chavan,0,"Hey there, thank you for the valuable feedback. We request you to let us know more about your experience by writing an email to swiggysocial@swiggy.in so we can make our services better.",excellent hand hand hand hand hand super market,28,8,0.9893,positive,0.6666666666666666,positive
Swiggy,"I ordered at 11:50PM IST properly at time, waited and got to know after 1:30AM IST that order will be cancelled and I can reorder because delivery agent not responding. That restaurant not found open at 1:30 obviously to reorder, totally frustrating, ruined whole night, hunger, and mood as well. Disgusting service occurence.",1,2025-10-03 01:54:30,Saad Ahmad,0,"Hi, we are sorry about the below-par experience with your order. Please write to us at swiggysocial@swiggy.in along with the order ID, so we can assist you better.",order ist properly time wait get know ist order cancel reorder delivery agent respond restaurant find open obviously reorder totally frustrating ruin whole night hunger mood well disgusting service occurence,326,30,-0.8973,negative,-0.19999999999999998,negative
Swiggy,awsm,4,2025-10-03 01:54:27,Rakesh singh,0,"Hey, thank you for your kind review. We hope to keep on giving you a consistent service every time. We request you to let us know more about your experience by writing an email to swiggysocial@swiggy.in so we can make our services better.",awsm,4,1,0.0,neutral,0.0,positive
Swiggy,mst hai,5,2025-10-03 01:47:44,Wissshh hh,0,"Hey, thank you for your feedback. We request you to let us know more about your experience by writing an email to swiggysocial@swiggy.in so we can make our services better.",mst hai,7,2,0.0,neutral,0.0,positive
Swiggy,I am waiting for my order but my order was show me under preparation for last 40 mins after that I want to cancel my order all money was deducted by saying cancellation charges.,1,2025-10-03 01:41:21,Madhav Mandal,0,"Hi there, we are sorry for any hassle you have faced while ordering with us. Please share the order ID along with the details of the issue by writing to us at swiggysocial@swiggy.in from your registered email address and we would be happy to connect with you and resolve the matter.",wait order order show preparation last min want cancel order money deduct say cancellation charge,177,15,-0.5719,negative,0.0,negative
Swiggy,5 times expiry milk received,1,2025-10-03 01:18:22,narayana rao mopada,0,"Hello, we would like to know more about it. Please write to us at swiggysocial@swiggy.in with relevant details elaborating further on your ordering experience with us, so we can set this right for you.",time expiry milk receive,28,4,0.0,neutral,0.0,negative
Swiggy,"Recently, the orders take a lot longer to be accepted, and then the delivery most of the times has a nearby delivery attached, taking it even longer to arrive. The discounts are no longer available. Many times the restaurant we want to place order from is disabled due to 'lot of orders from this area'. GST and other charges as good as nullify the discounts, if any at all.",2,2025-10-03 01:06:31,Amit Naik,0,"Hey there, we are disappointed to know you feel this way about us. We request you to kindly let us know more about the issue by writing to us at swiggysocial@swiggy.in from your registered email address, so we can look into it and have it fixed at the earliest.",recently order take lot long accept delivery time nearby delivery attach take even long arrive discount long available many time restaurant want place order disable due lot order area gst charge good nullify discount,374,34,0.25,positive,0.20625,negative
Swiggy,taking time,1,2025-10-03 01:02:39,Jay Kumar,0,"Hi, please write to us about your experience at swiggysocial@swiggy.in from your registered email address, so we can better our services.",take time,11,2,0.0,neutral,0.0,negative
Swiggy,"Once if the most horrible experiences I have ever had in my life, I had ordered something from the app, which I didn't even order, it was unintentional while I was cancelling it wasn't getting cancelled, it refused to get cancelled for no reason, I have had the worst experience with this app.",1,2025-10-03 00:58:40,Aaron Chettiar,0,"Hi, we are sorry about this. Please help us with the order id over an email at swiggysocial@swiggy.in, so we can help resolve the issue.",horrible experience ever life order something app even order unintentional cancel get cancel refuse get cancel reason bad experience app,293,20,-0.9239,negative,-0.5,negative
Swiggy,it's so helpful for hungry people,5,2025-10-03 00:42:14,Kaynat Jasraya,0,"Hey, thank you for the ratings. We request you to let us know more about your experience by writing an email to swiggysocial@swiggy.in so we can make our services better.",helpful hungry people,33,3,0.4754,positive,0.0,positive
Swiggy,super 💯,5,2025-10-02 23:14:05,Sam Rithik,0,"Hey, thank you for your kind review. We hope to keep on giving you a consistent service every time. We request you to let us know more about your experience by writing an email to swiggysocial@swiggy.in so we can make our services better.",super hundred point,7,3,0.5994,positive,0.3333333333333333,positive
Swiggy,oosdo,3,2025-10-02 23:13:15,_r_azz__ kanozia___,0,"Hey, thank you for the ratings. We request you to let us know more about your experience by writing an email to swiggysocial@swiggy.in so we can make our services better.",oosdo,5,1,0.0,neutral,0.0,neutral
Swiggy,worst. app ever.,1,2025-10-02 22:47:47,ram gopal,0,This shouldn't have happened. Kindly help us with the order ID along with the details of the issue by writing to us at swiggysocial@swiggy.in from your registered email ID & we will have this checked.,bad app ever,16,3,-0.6249,negative,-1.0,negative
Swiggy,please offer Dark theme in your app!!!,3,2025-10-02 22:35:37,Ritayan Ranjan Talukder,0,"Hey there, thank you for the valuable feedback. We request you to let us know more about your experience by writing an email to swiggysocial@swiggy.in so we can make our services better.",please offer dark theme app,38,5,0.4898,positive,-0.29296875,neutral
Swiggy,good,5,2025-10-02 22:29:53,Faisal Khan,0,"Hey, thank you for your kind review. We hope to keep on giving you a consistent service every time. We request you to let us know more about your experience by writing an email to swiggysocial@swiggy.in so we can make our services better.",good,4,1,0.4404,positive,0.7,positive
Swiggy,don't use this app I am uninstalling the Swiggy it's so bad app  I got same problem two times but both of times I got no solution even I mailed and contacted the help centre but no solution all I got is waste of my money,1,2025-10-02 22:27:00,PANKAJ JEENGAR,0,This shouldn't have happened. Kindly help us with the order ID along with the details of the issue by writing to us at swiggysocial@swiggy.in from your registered email ID & we will have this checked.,use app uninstalle swiggy bad app get problem two time time get solution even mail contact help centre solution get waste money,220,22,-0.824,negative,-0.3,negative
Swiggy,Best 24x7 App For Food Delivery & Best Discounts With Good Quality Foods,5,2025-10-02 22:23:40,Sankar Das,0,"Hey, thank you for your feedback. We request you to let us know more about your experience by writing an email to swiggysocial@swiggy.in so we can make our services better.",good app food delivery good discount good quality food,72,9,0.9062,positive,0.9,positive
Swiggy,"I don't even want to give a rating for this app.The Customer support is dumber than third party apps,I asked to cancel the order and the customer care executive just keep on dragging the process.i waited for one and half hour for them to assign the delivery partner before asking them to cancel the order the customer executive again dragged that into another one hour.un installing the app",1,2025-10-02 22:06:27,Yadesh Jk,0,"Hey there, we are sorry to have put you through such a situation. We would like to make amends and request you to kindly share the order ID along with the details of your concern at swiggysocial@swiggy.in and we will do what it takes to turn this around!",even want give rating app customer support dumber third party app ask cancel order customer care executive keep drag process wait one half hour assign delivery partner ask cancel order customer executive drag another one hour instal app,390,38,0.3975,positive,-0.08333333333333333,negative
Swiggy,I am really disappointed by their service,1,2025-10-02 22:00:58,SUROJIT BISWAS,0,"Hi, please let us know how we can make our service better by writing to us at swiggysocial@swiggy.in from your registered email address.",really disappoint service,41,3,-0.5256,negative,-0.75,negative
Swiggy,don't focus on customer service,1,2025-10-02 21:53:47,Annu Duhan,0,"Hi there, apologies for the hassle you had to face. We would like to get this checked. Kindly drop an email to us at swiggysocial@swiggy.in from your registered mailbox and allow us the chance to do so.",focus customer service,31,3,0.0,neutral,0.0,negative
Swiggy,worst customer service . they are cheater and scammer,1,2025-10-02 21:35:08,Ujwal Jain,0,"Hey there, sorry for the delay in delivering the food. Please share the order details to swiggysocial@swiggy.in and we will check this and address it.",bad customer service cheater scammer,53,5,-0.8225,negative,-1.0,negative
Swiggy,"Swiggy delivery partners have been found indulging in abusive and inappropriate behaviour, thereby compromising customer safety. On several occasions, orders are falsely marked as delivered without being handed over, and Swiggy neither takes any serious corrective action nor even refunds the customers’ hard-earned money, causing them undue harassment and financial loss.",1,2025-10-02 21:18:06,Adv.Himanshu Kaushik,0,"Hello, we're sorry for the unpleasant experience. Please share your concern along with your order details via email at swiggysocial@swiggy.in so that we will look into this & assist you better.",swiggy delivery partner find indulge abusive inappropriate behaviour thereby compromise customer safety several occasion order falsely mark deliver without hand swiggy neither take serious corrective action even refund customer hard earn money cause undue harassment financial loss,372,37,-0.7893,negative,-0.02666666666666666,negative
Swiggy,so nice,5,2025-10-02 21:17:42,Balram Meena,0,"Hey there, we are thankful to you for your review! We request you to let us know more about your experience by writing an email to swiggysocial@swiggy.in so we can make our services better.",nice,7,1,0.4754,positive,0.6,positive
Swiggy,🥰,5,2025-10-02 21:16:07,Sachin Parkar,0,"Hey, thank you for your kind review. We hope to keep on giving you a consistent service every time. We request you to let us know more about your experience by writing an email to swiggysocial@swiggy.in so we can make our services better.",smile face heart,1,3,0.8074,positive,0.0,positive
Swiggy,nice,5,2025-10-02 21:15:31,Gaurav Negi,0,"Hey there, thank you for the valuable feedback. We request you to let us know more about your experience by writing an email to swiggysocial@swiggy.in so we can make our services better.",nice,4,1,0.4215,positive,0.6,positive
Swiggy,best offer service,5,2025-10-02 21:14:44,Sahil Siddiqui,0,"Hey there, thank you for the valuable feedback. We request you to let us know more about your experience by writing an email to swiggysocial@swiggy.in so we can make our services better.",good offer service,18,3,0.6369,positive,1.0,positive
Swiggy,good,5,2025-10-02 21:13:23,Bharath Gowda,0,"Hey there, thank you for the valuable feedback. We request you to let us know more about your experience by writing an email to swiggysocial@swiggy.in so we can make our services better.",good,4,1,0.4404,positive,0.7,positive
Swiggy,very bad your service and very bad product 😕😔,1,2025-10-02 21:11:35,Bhakti tv 02,0,"Hi, we are sorry about this. Please help us with the order id over an email at swiggysocial@swiggy.in, so we can help resolve the issue.",bad service bad product confuse face pensive face,45,8,-0.8705,negative,-0.9099999999999998,negative
Swiggy,not good talk with client,1,2025-10-02 20:46:34,Mayank Khanna,0,We're disappointed to know the service has not been to your satisfaction. Kindly write to us at swiggysocial@swiggy.in from your registered email address and we'll have this addressed,good talk client,25,3,-0.3412,negative,-0.35,negative
Swiggy,💐,5,2025-10-02 20:37:45,Danish Khan,0,"Hey, thank you for your kind review. We hope to keep on giving you a consistent service every time. We request you to let us know more about your experience by writing an email to swiggysocial@swiggy.in so we can make our services better.",bouquet,1,1,0.0,neutral,0.0,positive
Swiggy,"I used Swiggy for the first time, and they delivered the wrong order. Despite this, they still charged me for the correct order. When I tried to complain, there was no proper contact number for immediate help. Their helpdesk said they would respond by email after 6 hours. There was no live agent to solve my problem or replace my incorrect order with the right one. Honestly, Blinkit is way better.",1,2025-10-02 20:22:23,Aameen Khan,0,"Hi, we are sorry about the below-par experience with your order. Please write to us at swiggysocial@swiggy.in along with the order ID, so we can assist you better.",use swiggy first time deliver wrong order despite still charge correct order try complain proper contact number immediate help helpdesk say would respond email hour live agent solve problem replace incorrect order right one honestly blinkit way well,399,38,-0.4215,negative,0.15250463821892393,negative
Swiggy,Received messy items and tried to claim the amount but ordered to rate the restaurant. really? It was a delivery issue understand it.,1,2025-10-02 20:07:57,EHSAN,0,"Hey there, we apologize for the inconvenience caused. We request you to kindly let us know more about the issue by writing to us at swiggysocial@swiggy.in from your registered email address, so we can look into it and have it fixed at the earliest.",receive messy item try claim amount order rate restaurant really delivery issue understand,133,13,-0.1901,negative,0.0,negative
Swiggy,sir my account,5,2025-10-02 19:58:39,JHARANA GOCHHAYAT,0,"Hey, thank you for your kind review. We hope to keep on giving you a consistent service every time. We request you to let us know more about your experience by writing an email to swiggysocial@swiggy.in so we can make our services better.",sir account,14,2,0.0,neutral,0.0,positive
Swiggy,very slow delivery,1,2025-10-02 19:57:42,Aryan Arora,0,"Hi, we are sorry about the sub-par experience you had faced while ordering with us. Please write to us at swiggysocial@swiggy.in along with the order ID, so we can assist you better.",slow delivery,18,2,0.0,neutral,-0.39000000000000007,negative
Swiggy,nice,4,2025-10-02 19:57:13,Prakash Mondal,0,"Hey, thank you for your kind review. We hope to keep on giving you a consistent service every time. We request you to let us know more about your experience by writing an email to swiggysocial@swiggy.in so we can make our services better.",nice,4,1,0.4215,positive,0.6,positive
Swiggy,razi,5,2025-10-02 19:54:39,Razeen Raazi,0,"Hey, thank you for the ratings. We request you to let us know more about your experience by writing an email to swiggysocial@swiggy.in so we can make our services better.",razi,4,1,0.0,neutral,0.0,positive
Swiggy,subscription is useless they never deliver on time,1,2025-10-02 19:54:04,Shubham Arle,0,"Hello, we would like to know more about it. Please write to us at swiggysocial@swiggy.in with relevant details elaborating further on your ordering experience with us, so we can set this right for you.",subscription useless never deliver time,50,5,-0.4215,negative,-0.5,negative
Swiggy,"gravy not available very bad test , I will never order again",1,2025-10-02 19:51:08,Ashish Vishwakarma,0,"Hi there, we are sorry for any hassle you have faced while ordering with us. Please share the order ID along with the details of the issue by writing to us at swiggysocial@swiggy.in from your registered email address and we would be happy to connect with you and resolve the matter.",gravy available bad test never order,60,6,0.4708,positive,-0.5549999999999999,negative
Swiggy,excellent,5,2025-10-02 19:50:59,Rihan Riu,0,"Hey, thank you for your feedback. We request you to let us know more about your experience by writing an email to swiggysocial@swiggy.in so we can make our services better.",excellent,9,1,0.5719,positive,1.0,positive
Swiggy,good service 👍,5,2025-10-02 19:47:20,rakesh patra,0,"Hey there, thank you for the valuable feedback. We request you to let us know more about your experience by writing an email to swiggysocial@swiggy.in so we can make our services better.",good service thumb,14,3,0.4404,positive,0.7,positive
Swiggy,long time wite,1,2025-10-02 19:46:25,Bharati Shinde,0,"Hey there, we would like to understand the miss in delivering the order within the promised timeline. Please share your order ID by writing to us at swiggysocial@swiggy.in from your registered email ID to have this checked further.",long time wite,14,3,0.0,neutral,-0.05,negative
Swiggy,"waiting fast,super👍",5,2025-10-02 19:40:47,Combact 11,0,"Hey, thank you for the ratings. We request you to let us know more about your experience by writing an email to swiggysocial@swiggy.in so we can make our services better.",wait fast super thumb,19,4,0.0,neutral,0.0,positive
Swiggy,good service,5,2025-10-02 19:40:02,Samy T,0,"Hey, thank you for your kind review. We hope to keep on giving you a consistent service every time. We request you to let us know more about your experience by writing an email to swiggysocial@swiggy.in so we can make our services better.",good service,12,2,0.4404,positive,0.7,positive
Swiggy,delivery time very less 1 hour plus delay,1,2025-10-02 19:39:15,Rohit Halder,0,"We're apologetic about this experience you've faced while ordering with us. Please write to us at swiggysocial@swiggy.in from your registered email address detailing your experience, so we can look into the issue and resolve it for you.",delivery time less hour plus delay,41,6,-0.3182,negative,-0.21666666666666667,negative
Swiggy,This is most useless App .Overcharging 30 % above restaurant rates and no control on delivery time. used it for years . but now its has turned useless. we have better food deliver Apps .check hotel menu rates before you book on swizzy,1,2025-10-02 19:39:13,Manoj Khanna,0,"Hey there, we are sorry to have put you through such a situation. We would like to make amends and request you to kindly share the order ID along with the details of your concern at swiggysocial@swiggy.in and we will do what it takes to turn this around!",useless app overcharging restaurant rate control delivery time use year turn useless well food deliver app check hotel menu rate book swizzy,234,22,-0.3604,negative,0.0,negative
Swiggy,"this app always make me rate 1 star , they put me on priority mode , for faster delivery, still I get delivery late, not because of delivery partner, but they clubbed my order ! what is then use of priority mode....",1,2025-10-02 19:26:51,Himanshu Meshram,17,"Hey, we're sorry for the inconvenience caused. Kindly drop us an email at swiggysocial@swiggy.in from your registered email address regarding the same, and we'll work on fixing the issue asap.",app always make rate star put priority mode fast delivery still get delivery late delivery partner club order use priority mode,215,21,0.0,neutral,-0.375,negative
Swiggy,niche,4,2025-10-02 19:25:44,Ajit Singh,0,"Hey there, thank you for the valuable feedback. We request you to let us know more about your experience by writing an email to swiggysocial@swiggy.in so we can make our services better.",niche,5,1,0.0,neutral,0.0,positive
Swiggy,very good 😊,4,2025-10-02 19:25:31,Chauhan Vishu,0,"Hey there, we are thankful to you for your review! We request you to let us know more about your experience by writing an email to swiggysocial@swiggy.in so we can make our services better.",good smile face smile eye,11,5,0.8581,positive,0.9099999999999999,positive
Swiggy,bad late delivery time,1,2025-10-02 19:24:12,Nitesh Sharma,0,"We're apologetic about this experience you've faced while ordering with us. Please write to us at swiggysocial@swiggy.in from your registered email address detailing your experience, so we can look into the issue and resolve it for you.",bad late delivery time,22,4,-0.5423,negative,-0.4999999999999999,negative
Swiggy,good 👍,5,2025-10-02 19:23:55,Lucky Sahu,0,"Hey there, we are thankful to you for your review! We request you to let us know more about your experience by writing an email to swiggysocial@swiggy.in so we can make our services better.",good thumb,6,2,0.4404,positive,0.7,positive
Swiggy,best,5,2025-10-02 19:22:52,Patel Rutvik,0,"Hey, thank you for the ratings. We request you to let us know more about your experience by writing an email to swiggysocial@swiggy.in so we can make our services better.",well,4,1,0.6369,positive,1.0,positive
Swiggy,Most poor service,1,2025-10-02 19:19:19,rupak biswas,0,"Hi there, we are sorry for any hassle you have faced while ordering with us. Please share the order ID along with the details of the issue by writing to us at swiggysocial@swiggy.in from your registered email address and we would be happy to connect with you and resolve the matter.",poor service,17,2,-0.5256,negative,0.04999999999999999,negative
Swiggy,Swiggy @ Cheaters that's What I can Say .... 420 is what Swiggy is and I am filing Legal Case against them for Harassing me and my Family after taking Advance Payment,1,2025-10-02 19:15:59,Vicky Shah,0,"Hello, we would like to know more about it. Please write to us at swiggysocial@swiggy.in with relevant details elaborating further on your ordering experience with us, so we can set this right for you.",swiggy cheater say swiggy file legal case harass family take advance payment,166,12,-0.7096,negative,0.2,negative
Swiggy,Swiggy don't resolve any problem of customers. Worst app I used. Terrible experience,1,2025-10-02 19:13:55,Chandra Shekhar,0,"Hey there, we apologize for the inconvenience caused. We request you to kindly let us know more about the issue by writing to us at swiggysocial@swiggy.in from your registered email address, so we can look into it and have it fixed at the earliest.",swiggy resolve problem customer bad app use terrible experience,84,9,-0.7979,negative,-1.0,negative
Swiggy,The worst service now.. Some delivery partners are stolen foods. Never suggest anyone ...😡😡😡😡,1,2025-10-02 19:13:48,Lopamudra Moishal,0,We're disappointed to know the service has not been to your satisfaction. Kindly write to us at swiggysocial@swiggy.in from your registered email address and we'll have this addressed,bad service delivery partner steal food never suggest anyone enraged face enraged face enraged face enraged face,93,17,-0.8074,negative,-1.0,negative
Swiggy,👍,5,2025-10-02 19:13:43,Shyam bahadur Bahadur,0,"Hey, thank you for the ratings. We request you to let us know more about your experience by writing an email to swiggysocial@swiggy.in so we can make our services better.",thumb,1,1,0.0,neutral,0.0,positive
Swiggy,dominos pizza coming full cold tast 3rd class delivery time very late get extr time20 minut customer service very bed not responding question,1,2025-10-02 19:12:28,prajapati govind,0,"Hi, we are sorry about the below-par experience with your order. Please write to us at swiggysocial@swiggy.in along with the order ID, so we can assist you better.",dominos pizza come full cold tast class delivery time late get extr time minut customer service bed respond question,141,19,0.0,neutral,-0.088,negative
Swiggy,ye nhi sudhare waste of time,1,2025-10-02 19:08:39,Goutam jaat,0,"Hey, we request you to let us know more about your experience by writing us an email at swiggysocial@swiggy.in from your registered email ID so that we can have your concern addressed.",nhi sudhare waste time,28,4,-0.4215,negative,-0.2,negative
Swiggy,good service,5,2025-10-02 19:04:15,Abdullah Shaik,0,"Hey, thank you for the ratings. We request you to let us know more about your experience by writing an email to swiggysocial@swiggy.in so we can make our services better.",good service,12,2,0.4404,positive,0.7,positive
Swiggy,I ordered food on Dussehra on which it charges me 43 rs extra as surge,1,2025-10-02 18:56:29,Vikas Sahu,0,"Hey there, we request you to let us know more about your experience by writing us an email at swiggysocial@swiggy.in from your registered email ID so that we can have your concern addressed.",order food dussehra charge extra surge,70,6,-0.2732,negative,0.0,negative
Swiggy,it's worst service nowdays literally 3hrs waited it's taking again after 1hr it's cancelled bcse of this Swiggy had big clashes it's worst service,1,2025-10-02 18:55:10,Shravanthi A,0,"We're apologetic about this experience you've faced while ordering with us. Please write to us at swiggysocial@swiggy.in from your registered email address detailing your experience, so we can look into the issue and resolve it for you.",bad service nowday literally hrs wait take cancel bcse swiggy big clash bad service,146,14,-0.8807,negative,-0.6666666666666666,negative
Swiggy,Convenient for grocery purchasing also great offers .,5,2025-10-02 18:55:02,Gagan raj Singh,0,"Hey there, thank you for the valuable feedback. We request you to let us know more about your experience by writing an email to swiggysocial@swiggy.in so we can make our services better.",convenient grocery purchasing also great offer,53,6,0.6249,positive,0.45,positive
Swiggy,good,4,2025-10-02 18:47:53,Dravans ff,0,"Hey, thank you for your kind review. We hope to keep on giving you a consistent service every time. We request you to let us know more about your experience by writing an email to swiggysocial@swiggy.in so we can make our services better.",good,4,1,0.4404,positive,0.7,positive
Swiggy,nice 👍,5,2025-10-02 18:45:48,Viboosanan Kbm,0,"Hey, thank you for your feedback. We request you to let us know more about your experience by writing an email to swiggysocial@swiggy.in so we can make our services better.",nice thumb,6,2,0.4215,positive,0.6,positive
Swiggy,greatttttt✨️,5,2025-10-02 18:44:39,Ekansh Gautam,0,"Hey, thank you for your feedback. We request you to let us know more about your experience by writing an email to swiggysocial@swiggy.in so we can make our services better.",greatttttt sparkle,12,2,0.0,neutral,0.0,positive
Swiggy,kya sahi application hai bhai. Agar delivery possible nahi hai to order accept mat karo. customer service ke naam pe bots rakh diye hai sab jagah. credit cards ka offer de rahe hai. improve the service first. abhi ye review ka reply bhi bot hi karega,1,2025-10-02 18:42:18,akash awasthi,0,We're disappointed to know the service has not been to your satisfaction. Kindly write to us at swiggysocial@swiggy.in from your registered email address and we'll have this addressed.,kya sahi application hai bhai agar delivery possible nahi hai order accept mat karo customer service naam bots rakh diye hai sab jagah credit card offer rahe hai improve service first abhi review reply bhi bot karega,250,37,0.7964,positive,0.125,negative
Swiggy,"Pathetic service..Food is 2 hours late & all cust care can do is emphatise, no resolution..What a bunch of clowns. Moving back to swiggy. It wont even take the 1 star review.",1,2025-10-02 18:41:49,Lone Wolf,0,"We are sorry to let you down. Please write to us at swiggysocial@swiggy.in from your registered email address elaborating further on your ordeal, so we can expiate for the miss.",pathetic service food hour late cust care emphatise resolution bunch clown move back swiggy even take star review,174,18,-0.4019,negative,-0.43333333333333335,negative
Swiggy,good app,5,2025-10-02 18:41:32,Dilshad Khan,0,"Hey there, thank you for the valuable feedback. We request you to let us know more about your experience by writing an email to swiggysocial@swiggy.in so we can make our services better.",good app,8,2,0.4404,positive,0.7,positive
Swiggy,unable to open the app for food ordering please help me out 🙁,2,2025-10-02 18:38:15,mohd kaleem,0,"Hi, please write to us about your experience at swiggysocial@swiggy.in from your registered email address, so we can better our services.",unable open app food ordering please help slightly frown face,61,10,0.4391,positive,-0.25,negative
Swiggy,do not believe never order from this app,1,2025-10-02 18:37:38,Dhruv Parmar 17,0,"Hey there, we understand your disappointment. However, we would like to have this investigated. Request you to share the order details to swiggysocial@swiggy.in so that we can help you in this regard.",believe never order app,40,4,0.0,neutral,0.0,negative
Swiggy,not good,1,2025-10-02 18:36:54,Samiran Das F1139,0,"Hey, we request you to let us know more about your experience by writing us an email at swiggysocial@swiggy.in from your registered email ID so that we can have your concern addressed.",good,8,1,-0.3412,negative,-0.35,negative
